"","ds","dep_var","TikTok","Facebook","Google_Ads","intercept","depVarHat","solID","cluster","top_sol"
"41",2018-10-14,12386.83,1445.86528930448,97.3298870158856,653.364610256807,8846.32575375637,11042.8855403335,"1_68_13",9,FALSE
"42",2018-10-21,12513.84,1433.95778057583,42.0039656175681,566.789185552294,8846.32575375637,10889.0766855021,"1_68_13",9,FALSE
"43",2018-10-28,12235.08,1410.90205543322,911.563678320681,4.39747596786005,8846.32575375637,11173.1889634781,"1_68_13",9,FALSE
"44",2018-11-04,11895.78,1594.91024457723,539.429450995888,0.0161221216742789,8846.32575375637,10980.6815714512,"1_68_13",9,FALSE
"45",2018-11-11,10047.41,1185.61771230224,272.912999997624,5.88653803654737e-05,8846.32575375637,10304.8565249216,"1_68_13",9,FALSE
"46",2018-11-18,9705.39,803.69594554856,125.08108522323,529.653604136431,8846.32575375637,10304.7563886646,"1_68_13",9,FALSE
"47",2018-11-25,8847.19,503.409296542224,863.936243784119,3.82726275738809,8846.32575375637,10217.4985568401,"1_68_13",9,FALSE
"48",2018-12-02,10379.07,297.544739344885,906.085071372236,511.388467429139,8846.32575375637,10561.3440319026,"1_68_13",9,FALSE
"49",2018-12-09,11312.48,169.323050103998,989.418204552722,603.596038185151,8846.32575375637,10608.6630465982,"1_68_13",9,FALSE
"50",2018-12-16,8226.23,94.1738267802103,607.047297428825,460.411925420152,8846.32575375637,10007.9588033856,"1_68_13",9,FALSE
"51",2018-12-23,13966.11,1357.38128710163,976.348728831443,579.972669702081,8846.32575375637,11760.0284393915,"1_68_13",9,FALSE
"52",2018-12-30,13460.32,955.462061019513,1004.19589750817,659.215224381103,8846.32575375637,11465.1989366652,"1_68_13",9,FALSE
"53",2019-01-06,15742.61,1413.27234349829,951.63704371774,574.658817644007,8846.32575375637,11785.8939586164,"1_68_13",9,FALSE
"54",2019-01-13,10440.98,1007.39121745326,573.623141477595,612.684252454177,8846.32575375637,11040.0243651414,"1_68_13",9,FALSE
"55",2019-01-20,8535.49,657.646812326052,294.132707685285,608.445481367814,8846.32575375637,10406.5507551355,"1_68_13",9,FALSE
"56",2019-01-27,7801.58,400.29838682058,135.824136259567,525.009326364945,8846.32575375637,9907.45760320146,"1_68_13",9,FALSE
"57",2019-02-03,9570.01,232.107372087778,756.268939231164,562.014430477481,8846.32575375637,10396.7164955528,"1_68_13",9,FALSE
"58",2019-02-10,7854.78,130.540867640354,417.942019155961,461.427810138494,8846.32575375637,9856.23645069118,"1_68_13",9,FALSE
"59",2019-02-17,8067.55,72.1100154741275,201.88904746912,524.548628729194,8846.32575375637,9644.87344542882,"1_68_13",9,FALSE
"60",2019-02-24,7848.26,39.4289586312239,90.2658018857028,575.55375194005,8846.32575375637,9551.57426621335,"1_68_13",9,FALSE
"61",2019-03-03,14012.71,1375.14557642319,869.811623657959,607.3063235685,8846.32575375637,11698.589277406,"1_68_13",9,FALSE
"62",2019-03-10,16127.45,1480.26503884453,904.952139240762,570.403862112972,8846.32575375637,11801.9467939546,"1_68_13",9,FALSE
"63",2019-03-17,11636.97,1071.39332350748,533.907685405142,606.587937845301,8846.32575375637,11058.2147005143,"1_68_13",9,FALSE
"64",2019-03-24,8193.65,708.835044277099,269.539267834376,498.86020967982,8846.32575375637,10323.5602755477,"1_68_13",9,FALSE
"65",2019-03-31,9451.61,435.768001095488,867.176168089597,3.41060860782904,8846.32575375637,10152.6805315493,"1_68_13",9,FALSE
"66",2019-04-07,11454.02,254.335240876306,933.68797315962,492.119728695258,8846.32575375637,10526.4686964876,"1_68_13",9,FALSE
"67",2019-04-14,5526.84,143.612378216002,558.151554716209,3.32532300041563,8846.32575375637,9551.415009689,"1_68_13",9,FALSE
"68",2019-04-21,7677.52,79.5129879022212,284.460867762785,476.211310989207,8846.32575375637,9686.51092041059,"1_68_13",9,FALSE
"69",2019-04-28,8084.98,43.5327882443859,130.907458062536,523.032640649435,8846.32575375637,9543.79864071273,"1_68_13",9,FALSE
"70",2019-05-05,7456.56,23.6857005175703,57.1326197502107,560.68333611661,8846.32575375637,9487.82741014076,"1_68_13",9,FALSE
"71",2019-05-12,5365.18,12.8430760087301,24.3311370499678,4.29801625636373,8846.32575375637,8887.79798307143,"1_68_13",9,FALSE
"72",2019-05-19,8134.16,6.95091047517193,10.2516026245063,504.502880666736,8846.32575375637,9368.03114752279,"1_68_13",9,FALSE
"73",2019-05-26,10065.53,3.75815509417248,929.776767159894,534.644595958505,8846.32575375637,10314.5052719689,"1_68_13",9,FALSE
"74",2019-06-02,10878.94,1328.08207991883,554.814087195545,442.240987100573,8846.32575375637,11171.4629079713,"1_68_13",9,FALSE
"75",2019-06-09,11524.63,928.754840538872,760.174281568714,547.471218957413,8846.32575375637,11082.7260948214,"1_68_13",9,FALSE
"76",2019-06-16,6563.85,596.58440510952,420.79992924692,4.09074789056384,8846.32575375637,9867.80083600338,"1_68_13",9,FALSE
"77",2019-06-23,14165.57,1367.05935557276,885.307731103747,375.841917500597,8846.32575375637,11474.5347579335,"1_68_13",9,FALSE
"78",2019-06-30,15624.56,1465.84424052918,952.807591411183,540.449623882468,8846.32575375637,11805.4272095792,"1_68_13",9,FALSE
"79",2019-07-07,11305.04,1057.45033178256,574.641083622535,645.025532419428,8846.32575375637,11123.4427015809,"1_68_13",9,FALSE
"80",2019-07-14,8245.57,697.566625189866,294.773206425239,603.898826212492,8846.32575375637,10442.564411584,"1_68_13",9,FALSE
"81",2019-07-21,7676.64,427.899103575072,136.150928477781,604.164235122225,8846.32575375637,10014.5400209315,"1_68_13",9,FALSE
"82",2019-07-28,5023.53,249.378818153348,59.5260008854844,5.06303819733137,8846.32575375637,9160.29361099254,"1_68_13",9,FALSE
"83",2019-08-04,8058.85,140.688641861569,25.3703313517137,523.683272340139,8846.32575375637,9536.06799930979,"1_68_13",9,FALSE
"84",2019-08-11,9902.44,77.8541939518989,783.392760872462,568.450910974183,8846.32575375637,10276.0236195549,"1_68_13",9,FALSE
"85",2019-08-18,8058.05,42.612319438626,437.989605672571,595.558923610872,8846.32575375637,9922.48660247844,"1_68_13",9,FALSE
"86",2019-08-25,7498.36,23.181196579669,213.163488724795,592.435323560407,8846.32575375637,9675.10576262124,"1_68_13",9,FALSE
"87",2019-09-01,12216.8,1494.82173693296,821.546797066284,4.84297182714758,8846.32575375637,11167.5372595828,"1_68_13",9,FALSE
"88",2019-09-08,11042.8,1085.5617795864,951.020255907309,0.0177628300256804,8846.32575375637,10882.9255520801,"1_68_13",9,FALSE
"89",2019-09-15,10713.92,720.353518931073,997.26238958443,6.48560635734226e-05,8846.32575375637,10563.9417271279,"1_68_13",9,FALSE
"90",2019-09-22,9130.06,443.847383589028,614.137090225372,478.733254872729,8846.32575375637,10383.0434824435,"1_68_13",9,FALSE
"91",2019-09-29,7325.82,259.43931002812,947.685539670968,3.16170689779494,8846.32575375637,10056.6123103533,"1_68_13",9,FALSE
"92",2019-10-06,15292.36,1497.89848413881,966.079252091695,573.96989014933,8846.32575375637,11884.2733801362,"1_68_13",9,FALSE
"93",2019-10-13,11571.92,1088.56865516862,586.260431518317,510.787158015442,8846.32575375637,11031.9419984588,"1_68_13",9,FALSE
"94",2019-10-20,10464.3,722.806860952565,835.54120722843,500.636497829429,8846.32575375637,10905.3103197668,"1_68_13",9,FALSE
"95",2019-10-27,9229.31,445.572934096191,477.879546038464,561.579823476367,8846.32575375637,10331.3580573674,"1_68_13",9,FALSE
"96",2019-11-03,9964.76,260.531394202595,906.932210432245,494.787837711249,8846.32575375637,10508.5771961025,"1_68_13",9,FALSE
"97",2019-11-10,8018.56,147.274735739509,535.55789900911,529.798253194295,8846.32575375637,10058.9566416993,"1_68_13",9,FALSE
"98",2019-11-17,7278.85,81.5932496140729,270.546009242105,507.39398208523,8846.32575375637,9705.85899469778,"1_68_13",9,FALSE
"99",2019-11-24,8467.44,44.6878813231015,123.892704024345,637.954306179112,8846.32575375637,9652.86064528293,"1_68_13",9,FALSE
"100",2019-12-01,7620.08,24.3190278574619,53.9439024377883,617.745202944038,8846.32575375637,9542.33388699566,"1_68_13",9,FALSE
"101",2019-12-08,7353.99,13.1879228914679,830.767152987074,5.33209513777235,8846.32575375637,9695.61292477269,"1_68_13",9,FALSE
"102",2019-12-15,12947.48,1317.7935129845,932.565689863585,465.835692899557,8846.32575375637,11562.520649504,"1_68_13",9,FALSE
"103",2019-12-22,10250.78,919.458735995766,557.19267081165,608.756847559408,8846.32575375637,10931.7340081232,"1_68_13",9,FALSE
"104",2019-12-29,13096.57,1500.5692377717,283.865300897297,592.945858201654,8846.32575375637,11223.706150627,"1_68_13",9,FALSE
"105",2020-01-05,10843.3,1091.18222178439,130.605803604496,596.469266059579,8846.32575375637,10664.5830452048,"1_68_13",9,FALSE
"106",2020-01-12,9702.32,724.941826897517,56.9951863180195,566.045841881349,8846.32575375637,10194.3086088533,"1_68_13",9,FALSE
"107",2020-01-19,11509.72,1406.35359793217,24.2715136775964,453.50235950449,8846.32575375637,10730.4532248706,"1_68_13",9,FALSE
"108",2020-01-26,10862.91,1000.89175702331,979.052779090129,2.87262019789954,8846.32575375637,10829.1429100677,"1_68_13",9,FALSE
"109",2020-02-02,14894.3,1551.70744488655,597.758981778452,453.699620051768,8846.32575375637,11449.4918004731,"1_68_13",9,FALSE
"110",2020-02-09,12071.16,1141.85478007108,757.309345453868,590.832226463819,8846.32575375637,11336.3221057451,"1_68_13",9,FALSE
"111",2020-02-16,16592.25,1559.21739978902,935.600279186006,624.794268425131,8846.32575375637,11965.9377011565,"1_68_13",9,FALSE
"112",2020-02-23,12441.24,1149.39853176749,559.787723069733,530.340405933242,8846.32575375637,11085.8524145268,"1_68_13",9,FALSE
"113",2020-03-01,12279.8,773.115451731829,873.472006980105,588.064761549424,8846.32575375637,11080.9779740177,"1_68_13",9,FALSE
"114",2020-03-08,6790.08,481.326482653045,508.065172739121,4.76370404987432,8846.32575375637,9840.48111319841,"1_68_13",9,FALSE
"115",2020-03-15,11909.22,1409.28316053806,873.47995829501,0.0174707959058363,8846.32575375637,11129.1063433854,"1_68_13",9,FALSE
"116",2020-03-22,13496.33,1003.64130112349,954.387629106514,589.237087596423,8846.32575375637,11393.5917715828,"1_68_13",9,FALSE
"117",2020-03-29,12297.33,654.689765350674,941.514377702344,513.121775615964,8846.32575375637,10955.6516724254,"1_68_13",9,FALSE
"118",2020-04-05,6378.02,398.270809942849,564.866128298941,3.59785443848083,8846.32575375637,9813.06054643664,"1_68_13",9,FALSE
"119",2020-04-12,14447.22,1464.91222237833,846.332822931255,490.257000830787,8846.32575375637,11647.8277998967,"1_68_13",9,FALSE
"120",2020-04-19,14199.63,1562.81601948913,486.364409088343,556.653577249317,8846.32575375637,11452.1597595832,"1_68_13",9,FALSE
"121",2020-04-26,8818.6,1153.02275552421,241.079540170083,4.23366898444848,8846.32575375637,10244.6617184351,"1_68_13",9,FALSE
"122",2020-05-03,11735.1,776.154124047928,898.580837694531,450.983951029744,8846.32575375637,10972.0446665286,"1_68_13",9,FALSE
"123",2020-05-10,10804.46,1455.40388991978,528.617868965331,2.84505738392288,8846.32575375637,10833.1925700254,"1_68_13",9,FALSE
"124",2020-05-17,10008.84,1047.41326451885,266.320816535738,511.943117381834,8846.32575375637,10672.0029521928,"1_68_13",9,FALSE
"125",2020-05-24,13038.94,1408.82655705719,121.776312468407,578.072862432306,8846.32575375637,10955.0014857143,"1_68_13",9,FALSE
"126",2020-05-31,12997.57,1003.21251576016,836.939708300183,684.584905306883,8846.32575375637,11371.0628831236,"1_68_13",9,FALSE
"127",2020-06-07,13131.68,1422.48229451132,478.974557937411,654.120972181026,8846.32575375637,11401.9035783861,"1_68_13",9,FALSE
"128",2020-06-14,14703.9,1592.88053444538,946.77345203534,6.13918548994967,8846.32575375637,11392.118925727,"1_68_13",9,FALSE
"129",2020-06-21,17668.34,1585.16996072347,1014.97947530715,514.587198922277,8846.32575375637,11961.0623887093,"1_68_13",9,FALSE
"130",2020-06-28,13267.43,1175.67337256859,630.346126532052,616.394289929083,8846.32575375637,11268.7395427861,"1_68_13",9,FALSE
"131",2020-07-05,8106.56,795.252369844585,330.626736498631,5.30461115793625,8846.32575375637,9977.50947125753,"1_68_13",9,FALSE
"132",2020-07-12,11182.44,497.285207669223,914.889495741199,487.781749739744,8846.32575375637,10746.2822069065,"1_68_13",9,FALSE
"133",2020-07-19,10886.67,293.587524355601,987.698670712904,558.853478637286,8846.32575375637,10686.4654274622,"1_68_13",9,FALSE
"134",2020-07-26,11160.91,166.95172108477,1013.42000297099,613.589709817848,8846.32575375637,10640.28718763,"1_68_13",9,FALSE
"135",2020-08-02,7160.31,92.8160659742865,628.908372476088,516.56792515012,8846.32575375637,10084.6181173569,"1_68_13",9,FALSE
"136",2020-08-09,14452.13,1466.56033500235,886.250693759147,538.451317598101,8846.32575375637,11737.588100116,"1_68_13",9,FALSE
"137",2020-08-16,11189.87,1058.14052541401,985.872337534069,3.95515737415702,8846.32575375637,10894.2937740786,"1_68_13",9,FALSE
"138",2020-08-23,15012.92,1442.45499086771,829.964099765804,512.018375963614,8846.32575375637,11630.7632203535,"1_68_13",9,FALSE
"139",2020-08-30,8606.27,1035.03090272104,473.52611763718,3.58302621224538,8846.32575375637,10358.4658003268,"1_68_13",9,FALSE
"140",2020-09-06,5991.27,679.585127002281,233.570791187602,0.0131261417355066,8846.32575375637,9759.49479808799,"1_68_13",9,FALSE
"141",2020-09-13,8239.06,415.413672616055,105.583119315382,546.434538468514,8846.32575375637,9913.75708415632,"1_68_13",9,FALSE
"142",2020-09-20,5561.95,241.544116549043,45.6911322943937,4.07492678620754,8846.32575375637,9137.63592938602,"1_68_13",9,FALSE
"143",2020-09-27,9797.26,136.077619432063,813.164865383663,518.3192614381,8846.32575375637,10313.8875000102,"1_68_13",9,FALSE
"144",2020-10-04,14673.81,1464.22023558109,917.33180862611,546.950752386714,8846.32575375637,11774.8285503503,"1_68_13",9,FALSE
"145",2020-10-11,11598.35,1055.88590533544,544.274086444866,606.168047952739,8846.32575375637,11052.6537934894,"1_68_13",9,FALSE
"146",2020-10-18,13368.12,1508.28851824822,275.884996482276,535.473795657981,8846.32575375637,11165.9730641448,"1_68_13",9,FALSE
"147",2020-10-25,14428.14,1484.03527236345,1009.26549493706,3.91140161106591,8846.32575375637,11343.537922668,"1_68_13",9,FALSE
"148",2020-11-01,11172.84,1075.05389402236,976.078155192677,0.0143335308995297,8846.32575375637,10897.4721365023,"1_68_13",9,FALSE
"149",2020-11-08,6340.56,711.804388229035,595.110164278669,5.23347581560066e-05,8846.32575375637,10153.2403585988,"1_68_13",9,FALSE
"150",2020-11-15,8095.38,437.847303909703,307.762801809229,400.743790208174,8846.32575375637,9992.67964968348,"1_68_13",9,FALSE
"151",2020-11-22,9268.66,255.647358095185,822.401226507846,525.014673773331,8846.32575375637,10449.3890121327,"1_68_13",9,FALSE
"152",2020-11-29,4532.33,144.387251287147,467.656605963583,3.76148621906998,8846.32575375637,9462.13109722617,"1_68_13",9,FALSE
"153",2020-12-06,10982.62,79.9529013183257,916.145498369298,419.177807154332,8846.32575375637,10261.6019605983,"1_68_13",9,FALSE
"154",2020-12-13,8447.64,43.7769863614976,543.275622355654,521.137739079696,8846.32575375637,9954.51610155322,"1_68_13",9,FALSE
"155",2020-12-20,7617.05,23.8195711135703,955.577603318543,3.7073661607915,8846.32575375637,9829.43029434928,"1_68_13",9,FALSE
"156",2020-12-27,7610.02,12.9159623092942,577.054382298872,463.387953825029,8846.32575375637,9899.68405218957,"1_68_13",9,FALSE
"157",2021-01-03,7849.88,6.99044547062869,296.293737606383,519.327026627112,8846.32575375637,9668.9369634605,"1_68_13",9,FALSE
"158",2021-01-10,7104.61,3.77955617511032,136.927323554922,560.536681390512,8846.32575375637,9547.56931487692,"1_68_13",9,FALSE
"159",2021-01-17,8447.4,2.04238383759947,59.8811050395491,629.350419729708,8846.32575375637,9537.59966236323,"1_68_13",9,FALSE
"160",2021-01-24,7885.48,1.10332755197878,25.5246549901164,581.882352146456,8846.32575375637,9454.83608844492,"1_68_13",9,FALSE
"161",2021-01-31,9992.42,0.59593870796805,801.880549431211,567.18574488108,8846.32575375637,10215.9879867766,"1_68_13",9,FALSE
"162",2021-02-07,11322.95,0.321855494209016,990.057192171518,570.227466913025,8846.32575375637,10406.9322683351,"1_68_13",9,FALSE
"163",2021-02-14,15977.27,1482.18634252972,1009.0582381231,578.189894874316,8846.32575375637,11915.7602292835,"1_68_13",9,FALSE
"164",2021-02-21,14259.48,1528.62553713069,624.898407938368,500.894640880091,8846.32575375637,11500.7443397055,"1_68_13",9,FALSE
"165",2021-02-28,12886.05,1118.83388049955,828.674494105334,549.966951012519,8846.32575375637,11343.8010793738,"1_68_13",9,FALSE
"166",2021-03-07,9131.86,747.674963062741,823.596726909989,4.12909444822497,8846.32575375637,10421.7265381773,"1_68_13",9,FALSE
"167",2021-03-14,10953.39,463.157855619567,902.981373050655,395.051404118908,8846.32575375637,10607.5163865455,"1_68_13",9,FALSE
"168",2021-03-21,8574.23,271.70076161971,532.268173535157,598.189697201735,8846.32575375637,10248.484386113,"1_68_13",9,FALSE
"169",2021-03-28,14958.05,1496.13225900632,926.49917263036,629.305281839954,8846.32575375637,11898.262467233,"1_68_13",9,FALSE
"170",2021-04-04,13543.21,1086.84201835152,1000.82949264532,532.638089151698,8846.32575375637,11466.6353539049,"1_68_13",9,FALSE
"171",2021-04-11,13867.08,1509.59853637324,617.378621599867,545.51218809704,8846.32575375637,11518.8150998265,"1_68_13",9,FALSE
"172",2021-04-18,13854.92,1100.04210835568,988.428309324299,506.05997575467,8846.32575375637,11440.856147191,"1_68_13",9,FALSE
"173",2021-04-25,10895.22,732.196830512116,606.156336761348,598.926165437858,8846.32575375637,10783.6050864677,"1_68_13",9,FALSE
"174",2021-05-02,7854.4,452.192682227757,314.861064757665,500.617610336531,8846.32575375637,10113.9971110783,"1_68_13",9,FALSE
"175",2021-05-09,7405.54,264.727469428079,146.476201440043,543.221551171316,8846.32575375637,9800.75097579581,"1_68_13",9,FALSE
"176",2021-05-16,7705.26,149.759538954732,825.231196045192,4.02628749390375,8846.32575375637,9825.3427762502,"1_68_13",9,FALSE
"177",2021-05-23,10888.41,83.0061740651395,948.305523828186,494.826544346255,8846.32575375637,10372.463995996,"1_68_13",9,FALSE
"178",2021-05-30,7715.63,45.472903313504,570.732003130422,437.166286071934,8846.32575375637,9899.69694627223,"1_68_13",9,FALSE
"179",2021-06-06,10581.72,24.7495928368482,950.351363936833,627.335425542991,8846.32575375637,10448.762136073,"1_68_13",9,FALSE
"180",2021-06-13,11218.58,13.4224085837001,1019.05147014162,510.824863289638,8846.32575375637,10389.6244957713,"1_68_13",9,FALSE
"181",2021-06-20,12789.7,1399.09758929359,634.110433395843,561.743578754261,8846.32575375637,11441.2773552001,"1_68_13",9,FALSE
"182",2021-06-27,9923.23,994.097275679213,333.107875508273,550.585353896109,8846.32575375637,10724.11625884,"1_68_13",9,FALSE
"183",2021-07-04,9781.83,647.184383013779,723.316748772924,514.288975241968,8846.32575375637,10731.115860785,"1_68_13",9,FALSE
"184",2021-07-11,11570.62,1239.490181234,394.200943423007,501.777751122506,8846.32575375637,10981.7946295359,"1_68_13",9,FALSE
"185",2021-07-18,12294.54,1510.57491416701,188.753118654868,611.832879458397,8846.32575375637,11157.4866660366,"1_68_13",9,FALSE
"186",2021-07-25,9745.9,1101.00238593544,84.0125155073587,537.054193232372,8846.32575375637,10568.3948484315,"1_68_13",9,FALSE
"187",2021-08-01,11918.41,732.984795807752,795.064167636361,577.187841559104,8846.32575375637,10951.5625587596,"1_68_13",9,FALSE
"188",2021-08-08,10983.4,452.749291772202,901.57478969035,514.946699009503,8846.32575375637,10715.5965342284,"1_68_13",9,FALSE
"189",2021-08-15,8944.74,1373.69085055717,531.099807935661,3.62250822684001,8846.32575375637,10754.738920476,"1_68_13",9,FALSE
"190",2021-08-22,13131.49,1572.44562066464,267.829240458403,522.180276046765,8846.32575375637,11208.7808909262,"1_68_13",9,FALSE
"191",2021-08-29,14669.4,1485.48887648763,122.531155849181,613.444701534086,8846.32575375637,11067.7904876273,"1_68_13",9,FALSE
"192",2021-09-05,13843.33,1538.02039474177,53.3267177269994,559.052501988759,8846.32575375637,10996.7253682139,"1_68_13",9,FALSE
"193",2021-09-12,14024.53,1128.17402863683,892.498823113135,471.072843757296,8846.32575375637,11338.0714492636,"1_68_13",9,FALSE
"194",2021-09-19,13315.79,1383.98215534561,523.596657054131,664.661319198938,8846.32575375637,11418.5658853551,"1_68_13",9,FALSE
"195",2021-09-26,10237.24,980.014490261985,886.297271991155,6.40007776299358,8846.32575375637,10719.0375937725,"1_68_13",9,FALSE
"196",2021-10-03,9030.17,636.163683949809,518.505103017131,384.474651526757,8846.32575375637,10385.4691922501,"1_68_13",9,FALSE
"197",2021-10-10,15904.11,1478.56643728768,877.592023896239,686.603449594026,8846.32575375637,11889.0876645343,"1_68_13",9,FALSE
"198",2021-10-17,12839.29,1069.74620085241,925.54671822119,554.9847429894,8846.32575375637,11396.6034158194,"1_68_13",9,FALSE
"199",2021-10-24,9063.45,707.500437868715,551.21803120045,467.814016435857,8846.32575375637,10572.8582392614,"1_68_13",9,FALSE
"200",2021-10-31,7250.21,434.83421925826,280.16450177355,510.122886014703,8846.32575375637,10071.4473608029,"1_68_13",9,FALSE
"201",2018-01-07,9779.8,5083.36084346602,0,0,4612.06086296303,9695.42170642905,"1_79_18",8,FALSE
"202",2018-01-14,13245.19,3626.9802871692,2911.79177795298,1599.25918264867,4612.06086296303,12750.0921107339,"1_79_18",8,FALSE
"203",2018-01-21,12022.66,2263.86294040654,2949.43391478452,2256.60917287066,4612.06086296303,12081.9668910248,"1_79_18",8,FALSE
"204",2018-01-28,8846.95,1264.83053881566,2811.15836128121,111.943043571347,4612.06086296303,8799.99280663125,"1_79_18",8,FALSE
"205",2018-02-04,9797.07,656.221003713565,1416.58842527091,1875.32159065959,4612.06086296303,8560.1918826071,"1_79_18",8,FALSE
"206",2018-02-11,13527.65,4529.31645884522,2739.32062947314,2259.96661213595,4612.06086296303,14140.6645634173,"1_79_18",8,FALSE
"207",2018-02-18,9635.43,3064.8089085798,1367.57207764936,2692.2066696653,4612.06086296303,11736.6485188575,"1_79_18",8,FALSE
